id,a1,a2,a301,a302,a3021,a4,a5,a51,a52,a53,a54,a57,a58,a6,a7,a81,a82,a91,a92,j1,j2,j3,j4,j5,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,l1,p1,p2,p3,p4,p5,p501,p6,q1,q2,q3,q4,q5,q901,q902,r1,r2,r3,r4,r5,rr1,s1,s2,s3,s4,s5,ss1,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,v1,v101,v102,w1,x1,x2,x3,x4,x5,filter_$,a2age,a302New,a6New,a5New,a81New,a82New,J1new,J2new,J3new,J4new,J5new,JOrder,q1new,q2new,q3new,q4new,q5new,q6new,q7new,q8new,q9new,q10new,q1001new,r1new,s1new,t1new,u1new,r2new,s2new,t2new,u2new,r3new,s3new,t3new,u3new,r4new,s4new,t4new,u4new,r5new,s5new,t5new,u5new,r6new,s6new,t6new,u6new,r7new,s7new,t7new,u7new,r8new,s8new,t8new,u8new,r9new,s9new,t9new,u9new,r10new,s10new,t10new,u10new,r11new,s11new,t11new,u11new,r12new,s12new,t12new,u12new,r13new,s13new,t13new,u13new,r14new,s14new,t14new,u14new,r15new,s15new,t15new,u15new,r16new,s16new,t16new,u16new,r17new,s17new,t17new,u17new,r18new,s18new,t18new,u18new,r19new,s19new,t19new,u19new,r20new,s20new,t20new,u20new,G_genZ,G_genY,G_genX,G_genB,Gen_group
854,2,2531,2,3,,2,3,,,3,,,,2,,4,2,1,,3,9,9,9,9,0,0,0,1,1,0,1,0,0,0,4,0,1,0,0,0,0,0,1,3,99,99,99,99,99,8,2,99,99,99,99,99,99,18,1,4,99,1,2,4,8,18,,,,,,2,8,18,,,1,4,,,,1,99,99,1,0,0,0,0,0,1,2,1,2,2,3,2,3,0,1,0,2, ,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.00,,,2.00
855,2,2528,2,3,,2,9,,,,,,,1,,4,2,1,,3,5,9,9,9,0,0,1,1,0,0,1,0,0,0,4,0,1,1,0,0,0,0,1,3,8,99,99,99,99,8,18,99,99,99,99,99,99,15,2,99,99,2,8,15,18,,,,,,,8,15,18,,,2,,,,,2,99,99,3,0,0,0,0,0,1,2,1,1,,3,2,3,0,1,0,2, ,1,0,3,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.00,,,2.00
856,1,2507,2,2,,2,4,,,,6,,,2,,4,2,1,,3,9,9,9,9,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,3,99,99,99,99,99,99,1,2,99,99,99,99,99,99,3,4,10,99,1,2,3,4,10,,,,,,1,10,,,,2,3,4,,,1,99,99,3,0,0,0,0,0,,4,1,2,2,3,2,2,0,1,0,3, ,1,0,3,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4.00,4.00
857,1,2503,2,3,,2,4,,,,7,,,2,,4,2,1,,3,5,9,9,9,0,1,0,1,1,0,0,0,0,0,5,0,1,0,0,0,0,0,3,8,1,99,99,99,99,2,1,99,99,99,99,99,99,3,6,4,99,1,2,3,4,6,,,,,,1,2,6,,,3,4,,,,1,99,99,3,0,0,0,0,0,1,4,1,2,2,3,2,2,0,1,0,3, ,3,0,1,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4.00,4.00
858,1,2544,1,3,,2,5,,,,,,,,4500,1,2,1,,3,5,9,9,9,0,0,0,1,1,0,1,1,0,0,5,0,1,1,0,0,0,0,3,1,99,99,99,99,99,2,3,99,99,99,99,99,99,1,5,6,99,1,2,3,6,7,,,,,,1,2,3,,,5,6,,,,1,99,99,3,0,0,0,0,0,,1,1,,3,1,2,2,0,1,0,3, ,2,0,1,0,3,0,0,0,0,0,0,1,0,1,0,2,0,1,0,3,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,,,,1.00
859,1,2504,2,2,,2,4,,,,8,,,2,,4,2,1,,3,5,1,9,9,0,1,0,1,0,1,0,0,0,0,4,0,1,1,0,0,0,0,3,1,2,99,99,99,99,8,2,99,99,99,99,99,99,1,10,15,99,1,2,8,10,15,,,,,,8,10,15,,,1,2,,,,1,99,99,3,0,0,0,0,0,1,4,1,2,2,3,2,3,0,1,0,2, ,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4.00,4.00
860,2,2505,2,3,,2,2,,4,,,,,2,,6,2,1,,3,5,1,9,9,1,1,0,1,0,0,0,1,0,0,5,0,1,0,0,0,0,0,3,1,8,99,99,99,99,2,99,99,99,99,99,99,1,3,11,10,99,1,2,3,10,11,,,,,,1,2,3,,,10,11,,,,1,99,99,3,0,0,0,0,0,1,4,1,2,1,4,2,0,0,2,0,1, ,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,,,,4.00,4.00
861,1,2522,2,3,,2,2,,4,,,,,2,,3,2,1,,1,3,4,5,9,0,1,1,1,1,1,1,0,0,0,4,0,1,1,0,0,0,0,1,99,99,99,99,99,99,4,2,99,99,99,99,99,99,3,10,11,99,,,,,,,,,,,,,,,,,,,,,3,99,99,1,0,0,0,0,0,1,3,1,2,1,3,2,0,0,1,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.00,,3.00
862,2,2496,2,1,,2,2,,3,,,,,2,,4,2,1,,3,9,9,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,99,99,99,99,99,99,99,99,99,99,99,99,99,3,7,10,11,17,99,,,,,,,,,,,,,,,,,,,,,1,99,99,3,0,0,0,0,0,1,4,1,2,1,3,2,0,0,1,0,2, ,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4.00,4.00
863,2,2524,2,3,,2,4,,,,2,,,2,,1,1,1,,3,5,9,9,9,0,1,1,1,1,1,1,1,0,0,3,0,1,1,1,0,0,0,99,99,99,99,99,99,99,7,99,99,99,99,99,99,10,12,16,18,99,,,,,,,,,,,,,,,,,,,,,3,99,99,3,0,0,0,0,0,1,3,1,2,2,1,1,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,,,3.00,,3.00
864,2,2512,2,2,,2,3,,,8,,,,9,,9,9,1,,3,4,5,9,9,0,1,0,0,1,1,1,1,0,0,2,0,1,1,1,0,0,0,1,3,99,99,99,99,99,3,99,99,99,99,99,99,10,13,14,15,99,,,,,,,,,,,,,,,,,,,,,2,99,99,2,0,0,0,0,0,1,3,1,1,2,,,0,0,0,0,1, ,2,0,0,0,3,1,0,0,0,0,0,2,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,,,3.00,,3.00
864,2,2496,2,4,,2,6,,,,,,,1,,4,2,1,,5,3,9,9,9,0,0,1,0,1,0,1,0,0,0,2,0,1,1,0,0,0,0,1,4,5,99,99,99,99,1,3,5,7,99,99,99,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,1,99,99,3,0,0,0,0,0,1,4,1,1,4,3,2,0,0,0,0,1, ,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,3,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4.00,4.00
865,2,2532,2,3,,2,2,,16,,,,,2,,2,4,1,,3,5,9,9,9,0,1,0,1,0,1,1,1,0,0,2,0,1,1,0,0,0,0,1,2,99,99,99,99,99,3,7,99,99,99,99,99,99,8,10,12,99,,,,,,,,,,,,,,,,,,,,,2,99,99,3,0,0,0,0,0,1,2,1,2,1,2,3,0,0,2,0,1, ,1,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.00,,,2.00
866,2,2548,1,2,,2,5,,,,,,,,1500,1,2,1,,3,9,9,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,99,99,99,99,99,99,99,3,6,99,99,16,99,99,99,7,4,99,99,3,6,7,8,16,,,,,,,,,,,,,,,,3,99,99,3,0,0,0,0,0,1,1,1,,3,1,2,3,0,1,0,2, ,1,0,2,0,0,3,0,0,0,0,0,0,4,1,2,0,0,0,0,1,0,1,2,0,0,0,0,0,3,1,2,0,5,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,,,,1.00
867,2,2530,2,5,,2,2,,7,,,,,2,,2,2,1,,3,5,1,9,9,0,1,1,1,1,1,1,0,0,0,2,0,1,1,1,0,0,0,1,3,99,99,99,99,99,3,7,99,99,99,99,99,99,10,15,16,99,,,,,,,,,,,,,,,,,,,,,2,99,99,3,0,0,0,0,0,1,2,1,2,1,2,2,0,2,1,0,0, ,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,4,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.00,,,2.00
868,1,2525,2,3,,2,4,,,,2,,,2,,3,2,1,,3,1,5,9,9,0,0,1,0,1,0,1,0,0,0,2,0,1,1,1,0,0,0,1,3,5,99,99,99,99,8,15,1,6,99,99,99,99,99,99,10,99,,,,,,,,,,,,,,,,,,,,,2,99,99,1,0,0,0,0,0,,2,1,2,2,3,2,0,0,1,0,2, ,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.00,,,2.00
869,2,2501,2,1,,2,3,,,8,,,,1,,2,2,1,,3,5,9,9,9,0,0,1,1,0,1,0,0,0,0,3,0,0,0,1,0,0,0,3,5,99,99,99,99,99,15,7,99,99,18,99,99,99,3,8,99,99,,,,,,,,,,,,,,,,,,,,,2,99,99,2,0,0,0,0,0,,4,1,1,2,2,2,0,0,1,0,2, ,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,1,0,0,5,1,0,0,0,0,0,,,,4.00,4.00
870,1,2530,2,3,,2,2,,13,,,,,2,,3,2,1,,3,5,1,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,99,99,99,99,99,99,99,3,1,10,5,7,99,99,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,1,99,99,2,0,0,0,0,0,,2,1,2,1,3,2,0,0,1,0,2, ,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.00,,,2.00
871,1,2518,2,3,,2,4,,,,2,,,2,,1,2,1,,3,5,1,9,9,0,0,0,1,0,1,1,0,0,0,3,0,0,1,0,0,0,0,1,5,3,99,99,99,99,3,10,1,5,15,99,99,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,2,99,99,1,0,0,0,0,0,1,3,1,2,2,1,2,0,0,1,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,3,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.00,,3.00
872,1,2523,2,1,,2,2,,13,,,,,1,,4,2,1,,3,1,5,9,9,0,1,0,0,0,1,1,0,0,0,4,0,0,1,0,0,0,0,1,5,3,99,99,99,99,3,5,1,10,15,99,99,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,1,99,99,1,0,0,0,0,0,1,3,1,1,1,3,2,2,0,1,0,3, ,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,3.00,,3.00
873,2,2515,2,2,,2,9,,,,,,,1,,4,2,1,,3,1,5,9,9,1,1,0,0,1,0,1,0,0,0,4,0,0,1,0,0,0,0,3,5,1,99,99,99,99,3,5,10,1,15,99,99,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,1,99,99,3,0,0,0,0,0,1,3,1,1,,3,2,0,0,2,0,1, ,1,3,2,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.00,,3.00
874,2,2501,2,6,,2,3,,,2,,,,2,,3,2,1,,3,1,5,9,9,0,0,1,0,0,1,0,1,0,0,3,0,1,1,0,0,0,0,3,1,5,99,99,99,99,1,2,3,99,99,99,99,99,99,4,10,99,1,2,3,4,10,,,,,,,,,,,,,,,,1,99,99,3,0,0,0,0,0,,4,2,2,2,3,2,0,0,1,0,0, ,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4.00,4.00
875,1,2543,1,4,,2,5,,,,,,,,6000,1,2,1,,3,5,1,9,9,0,1,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,3,1,5,99,99,99,99,15,10,14,8,4,99,99,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,2,99,99,3,0,0,0,0,0,,1,1,,3,1,2,0,0,1,0,2, ,1,2,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,,,,1.00
876,2,2546,1,3,,2,5,,,,,,,,4000,1,2,1,,5,3,9,9,9,0,0,0,1,0,0,1,1,0,0,3,0,1,1,1,0,0,0,1,4,3,99,99,99,99,3,4,99,99,8,99,99,99,18,10,99,99,3,4,8,10,18,,,,,,,,,,,,,,,,2,99,99,2,0,0,0,0,0,1,1,1,,3,1,2,0,0,1,2,3, ,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4,1,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1.00,,,,1.00
877,2,2503,2,1,,2,6,,,,,,,1,,3,2,1,,3,9,9,9,9,0,0,0,0,0,0,0,0,0,0,9,0,1,1,1,0,0,0,1,99,99,99,99,99,99,2,7,9,99,99,99,99,99,99,3,6,99,2,3,6,7,9,,,,,,,,,,,,,,,,2,99,99,3,0,0,0,0,0,1,4,1,1,4,3,2,0,0,2,0,1, ,1,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4.00,4.00
878,2,2525,2,5,,2,2,,13,,,,,2,,1,1,1,,3,5,9,9,9,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,0,0,0,1,6,99,99,99,99,99,3,6,99,99,99,99,99,99,7,10,15,99,,,,,,,,,,,,,,,,,,,,,2,99,99,3,0,0,0,0,0,1,2,1,2,1,1,1,3,0,1,0,2, ,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,2.00,,,2.00
879,1,2507,2,2,,2,2,,16,,,,,2,,2,2,1,,3,9,9,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,99,99,99,99,99,99,99,99,19,99,99,99,99,2,18,16,6,99,99,2,6,16,18,19,,,,,,,,,,,,,,,,1,99,99,3,0,0,0,0,0,1,4,1,2,1,2,2,0,0,1,0,2, ,1,0,2,3,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,3,0,1,2,2,0,1,2,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4.00,4.00
880,1,2548,1,2,,2,5,,,,,,,,6000,1,2,1,,5,9,9,9,9,0,0,1,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,6,1,5,99,99,99,99,10,1,3,8,18,99,99,99,99,99,99,99,,,,,,,,,,,1,3,8,10,18,,,,,,3,99,99,2,0,0,0,0,0,1,1,1,,3,1,2,3,0,1,0,2, ,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1.00,,,,1.00
881,1,2546,1,3,,2,5,,,,,,,,6000,1,2,1,,5,9,9,9,9,0,1,0,0,0,0,0,0,0,1,5,0,1,1,1,0,0,0,1,3,6,99,99,99,99,6,7,8,3,10,99,99,99,99,99,99,99,,,,,,,,,,,3,6,7,8,10,,,,,,2,99,99,2,0,0,0,0,0,1,1,1,,3,1,2,3,0,1,0,2, ,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,,,,1.00
882,2,2542,1,6,,2,5,,,,,,,,8000,1,2,1,,5,3,9,9,9,0,0,1,1,0,0,1,0,0,0,3,0,1,1,1,0,0,0,1,3,99,99,99,99,99,6,1,99,10,15,99,99,99,7,99,99,99,1,6,7,10,,,,,,,15,,,,,,,,,,2,99,99,3,0,0,0,0,0,1,2,2,,3,1,2,3,0,1,0,2, ,2,0,1,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.00,,,2.00
883,2,2523,2,3,,2,2,,7,,,,,3,,1,2,1,,3,5,1,9,9,0,1,0,0,1,0,1,0,0,0,2,0,1,1,1,0,0,0,1,3,6,99,99,99,99,3,7,99,99,99,99,99,99,5,1,6,99,1,3,5,7,,6,,,,,1,3,6,7,,5,,,,,1,99,99,3,0,0,0,0,0,1,3,1,3,1,1,2,3,0,1,0,2, ,1,0,4,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.00,,3.00
884,1,2512,2,2,,2,9,,,,,,,1,,5,2,1,,3,2,9,9,9,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0,0,0,0,1,99,99,99,99,99,99,1,3,6,99,99,99,99,99,99,7,9,99,1,3,6,7,9,,,,,,,,,,,,,,,,1,99,99,3,0,0,0,0,0,1,3,1,1,,4,2,0,0,1,0,2, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.00,,3.00
885,1,2523,2,3,,2,2,,7,,,,,2,,6,2,1,,3,5,9,9,9,0,0,0,0,1,1,0,0,0,0,2,0,0,1,1,0,0,0,1,3,99,99,99,99,99,7,99,99,99,99,99,99,6,10,16,12,99,,,,,,,,,,,,,,,,,,,,,2,99,99,1,0,0,0,0,0,1,3,1,2,1,4,2,0,0,1,0,2, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.00,,3.00
886,1,2529,2,6,,2,4,,,,2,,,2,,4,2,1,,3,5,9,9,9,0,0,0,0,1,0,0,0,0,0,2,0,1,1,1,0,0,0,1,99,99,99,99,99,99,1,2,99,99,99,99,99,99,16,18,19,99,1,2,18,19,,,,,,,16,,,,,,,,,,2,99,99,3,0,0,0,0,0,1,2,2,2,2,3,2,0,0,0,0,1, ,1,0,2,0,3,5,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.00,,,2.00
887,1,2541,1,3,,2,5,,,,,,,,3000,1,2,1,,3,5,9,9,9,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,1,4,99,99,99,99,99,99,99,99,99,99,99,13,7,10,15,8,99,7,8,10,13,15,,,,,,8,,,,,,,,,,2,99,99,2,0,0,0,0,0,1,2,1,,3,1,2,0,0,0,0,1, ,1,0,2,0,3,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.00,,,2.00
